dimension,mean_latency,std_latency,mean_throughput,trials
100,158.2200199289178,12.364463385011337,6.357554325756753,50
500,779.8386335752018,63.38976880416331,1.2904902202709914,50
1000,1571.5359367416836,127.74347846910435,0.6403761482571242,50
5000,8074.567450259549,656.3472772809434,0.12463505150185378,50
10000,16364.653533665522,1330.2131484606127,0.0614968186126256,50
50000,84459.73386286285,6865.372876287168,0.011915430986940347,50
100000,171267.5679782081,13921.612844464194,0.005876034452397555,50
