epsilon,laplace_efficiency,gaussian_efficiency,laplace_error,gaussian_error
0.1,97.21329688738433,93.9602982300317,0.1355328101947857,0.29823486511672515
0.5,97.21223365885193,94.02700065700814,0.026145213057757476,0.059802735369309516
1.0,97.21223365885193,94.02700065700814,0.013072606528878738,0.029901367684654758
2.0,97.21223365885193,94.02700065700814,0.006536303264439369,0.014950683842327379
5.0,97.21223365885193,94.02700065700814,0.0026145213057757483,0.005980273536930952
10.0,97.21223365885193,94.02700065700814,0.0013072606528878742,0.002990136768465476
